kewrt2g3,Addison,0,4,2.5,0.5,4,3.5,0,3.5,2.5,3.5,2,4,2.5
jo8bzxim,Isiah,3,0.5,3,2,2.5,2.5,0.5,0.5,2,1,1,0,1.54
ud4a51k4,Jakob,1.5,0,0,0,3,4,1.5,2,2.5,0,0.5,0.5,1.29
nzke1tzb,Valentin,2,3,2.5,3,2,4,0.5,2.5,0.5,1.5,1.5,0,1.92
8xukfr21,Kelvin,1,4,4,2,3,4,3.5,1.5,4,2,1.5,1,2.63
595vdkfs,Aiden,0.5,3.5,2.5,3,3,2.5,3,2,4,3.5,2,1.5,2.58
oy1c3oxu,Sebastian,1.5,1,3.5,3.5,1.5,0.5,0.5,0.5,0.5,3,2,0,1.5
yr5b18v7,Leroy,1.5,4,4,0.5,4,4,1,0.5,2.5,0,3.5,3.5,2.42
qbynfk44,Jacey,0.5,0,0,1,0,3,2,3,3,4,3.5,3.5,1.96
lul4wdt6,Lexie,3,1,2,4,1,0,2,3,3.5,2.5,2.5,3,2.29
l8jssi35,Eric,4,0,1,1.5,2.5,1,0,0,4,4,3,3,2
k0s5p7b6,Tommy,2.5,3.5,4,1.5,3,1.5,2,1.5,1.5,4,3.5,1.5,2.5
zx48llw7,Jaxson,1.5,3.5,3,3.5,0.5,3.5,0.5,3.5,4,2.5,4,3.5,2.79
upfkrmz4,Javier,0.5,4,3,4,0,1,3.5,2,3.5,2.5,2.5,4,2.54
qk4enhmw,Ryder,0,0.5,0.5,3.5,2.5,3,2.5,1,1,0.5,3.5,1.5,1.67
iyb2jt65,Sophie,0.5,1.5,1,3.5,3,3.5,2,1.5,4,2.5,2,3.5,2.38
ekw3zqva,Bailey,0.5,2.5,3.5,3.5,2.5,0.5,4,3.5,0,0,1,2,1.96
nuzrg3e3,Laylah,3,1,1,2.5,1.5,0.5,3.5,2.5,2,1.5,3.5,0.5,1.92
f2dirgkp,Beau,0.5,1,3,0,3,2,3,2.5,0.5,1,3,4,1.96
jhokywrp,Brent,0.5,1.5,2,0,1,2.5,3.5,1.5,1,4,0.5,1,1.58
q1920igx,Ally,2,2,0.5,0,0.5,2,3,1,2.5,1.5,1,3.5,1.63
qb8a4x96,Kyleigh,2.5,1,2.5,2,0,0.5,3,3.5,4,1,4,1,2.08
izmo8eys,Mariah,1.5,1.5,1,0.5,4,1.5,2.5,0.5,3,1,0,2.5,1.63
nqcb2be0,Riya,2.5,4,3,1,0,2.5,1.5,3.5,0.5,3.5,1,0,1.92
aukfrjiu,Emery,2.5,2,3,4,1.5,1.5,0,4,1,2.5,2,2,2.17
nalg7wfb,Paula,4,0,0,1.5,1,1,3.5,3,2.5,1,4,2.5,2
k2e7la2k,Maxim,4,1.5,0,4,2,2.5,0,1.5,3,2,1,2.5,2
pp0zi92s,Ainsley,3.5,2.5,3,3,2,0,3,3,3.5,3,3,1,2.54
tmbt1c6o,Madyson,4,1,4,0,2.5,3,2.5,3.5,2.5,3.5,3,0.5,2.5
yt7uotrm,Max,3.5,1,2,3.5,0,3.5,4,0.5,1,2,1,4,2.17
s2hrngu5,Annabel,1.5,2.5,0,3.5,2,2.5,2.5,3.5,4,2,2.5,1,2.29
xu32369c,Rogelio,1,3,3,0,1,3,1.5,2,2,3.5,1.5,1,1.88
x293jd6k,Deegan,1.5,1.5,4,4,0,1.5,4,3,0.5,1,0.5,2.5,2
vv82siw6,Caitlyn,0,2.5,4,1.5,0.5,1.5,2,1,3,0,2.5,1,1.63
0nxu5v1n,Jazlene,3.5,3.5,3,2,3.5,0,4,1,3,2.5,2,2.5,2.54
uyh493z2,Andrew,0.5,1.5,0.5,0,3,4,0,0.5,2,2,0.5,0,1.21
1p1ngpxv,Sarahi,1,0,4,3.5,1.5,2,2,0,4,0.5,0.5,2.5,1.79
xc93gp89,Chaya,4,3.5,2,1.5,2,3.5,0,1,1,1,3,1.5,2
ri7ae4lr,Sienna,2.5,1,4,3,0,3.5,3,0,0.5,3,2.5,0,1.92
yyufyojr,Cedric,2,1.5,3.5,2,0.5,2.5,0,1.5,0.5,1,4,4,1.92
jpq2f0k8,Jadiel,4,3.5,0.5,2,3,3,1.5,1.5,2,2.5,3.5,2.5,2.46
x6ghm23x,Joslyn,2.5,2.5,3,0.5,2,1.5,2,2,2.5,2.5,2,4,2.25
fw02yxc9,Gordon,2.5,1,2,1,0,3,2,1,3.5,3.5,0.5,3,1.92
kvba2ouj,Orlando,4,3.5,0,3,2.5,1,2.5,3,3.5,3,1.5,0.5,2.33
